monthYear,month,levelCrookedLakeCount,levelCrookedLake,,rainfallFinal,rainfallFinal1,rainfallFinal2,rainfallFinal3,rainfallFinal4,rainfallFinal5,rainfallFinal6,rainfallFinal7,rainfallFinal8,rainfallFinal9,rainfallFinal10,rainfallFinal11,rainfallFinal12,rainfallFinal13,rainfallFinal14,rainfallFinal15,rainfallFinal16,rainfallFinal17,rainfallFinal18,rainfallFinal19,rainfallFinal20,rainfallFinal21,rainfallFinal22,rainfallFinal23,rainfallFinal24,rainfallFinal25,rainfallFinal26,rainfallFinal27,rainfallFinal28,rainfallFinal29,rainfallFinal30,rainfallFinal31,rainfallFinal32,rainfallFinal33,rainfallFinal34,rainfallFinal35,rainfallFinal36,rainfallFinal37,rainfallFinal38,rainfallFinal39,rainfallFinal40,rainfallFinal41,rainfallFinal42,rainfallFinal43,rainfallFinal44,rainfallFinal45,rainfallFinal46,rainfallFinal47,rainfallFinal48,rainfallFinal49,rainfallFinal50,rainfallFinal51,rainfallFinal52,rainfallFinal53,rainfallFinal54,rainfallFinal55,rainfallFinal56,rainfallFinal57,rainfallFinal58,rainfallFinal59,rainfallFinal60,rainfallFinal61,rainfallFinal62,rainfallFinal63,rainfallFinal64,rainfallFinal65,rainfallFinal66,rainfallFinal67,rainfallFinal68,rainfallFinal69,rainfallFinal70
12/1/1999,12,5,118.522,-0.266333333,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82,4.25,6.24,11.85,3.14,3.82,2.3,1.86
1/1/2000,1,5,118.38,-0.142,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82,4.25,6.24,11.85,3.14,3.82,2.3
2/1/2000,2,5,118.034,-0.346,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82,4.25,6.24,11.85,3.14,3.82
3/1/2000,3,5,117.65,-0.384,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82,4.25,6.24,11.85,3.14
4/1/2000,4,6,117.2333333,-0.416666667,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82,4.25,6.24,11.85
5/1/2000,5,6,116.6233333,-0.61,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82,4.25,6.24
6/1/2000,6,6,115.9383333,-0.685,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82,4.25
7/1/2000,7,7,116.3114286,0.373095238,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4,11.82
8/1/2000,8,6,116.7,0.388571429,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05,4.4
9/1/2000,9,9,116.9233333,0.223333333,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53,3.05
10/1/2000,10,7,116.6057143,-0.317619048,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26,3.53
11/1/2000,11,6,116.1483333,-0.457380952,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09,2.26
12/1/2000,12,7,115.7928571,-0.35547619,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06,2.09
1/1/2001,1,6,115.385,-0.407857143,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73,3.06
2/1/2001,2,7,115.0757143,-0.309285714,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23,4.73
3/1/2001,3,7,114.7414286,-0.334285714,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34,2.23
4/1/2001,4,6,114.535,-0.206428571,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04,10.34
5/1/2001,5,6,113.9,-0.635,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73,7.04
6/1/2001,6,7,113.6414286,-0.258571429,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29,10.73
7/1/2001,7,3,113.52,-0.121428571,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93,7.29
8/1/2001,8,3,113.7033333,0.183333333,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26,7.93
9/1/2001,9,4,115.38,1.676666667,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31,3.26
10/1/2001,10,4,115.335,-0.045,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15,0.31
11/1/2001,11,4,115.04,-0.295,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27,4.15
12/1/2001,12,5,114.79,-0.25,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16,1.27
1/1/2002,1,5,114.552,-0.238,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66,4.16
2/1/2002,2,4,114.23,-0.322,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43,1.66
3/1/2002,3,4,114.1175,-0.1125,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38,6.43
4/1/2002,4,5,113.788,-0.3295,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6,5.38
5/1/2002,5,5,113.234,-0.554,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03,1.6
6/1/2002,6,4,113.15,-0.084,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89,4.03
7/1/2002,7,6,115.205,2.055,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12,5.89
8/1/2002,8,5,115.538,0.333,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24,4.12
9/1/2002,9,5,115.67,0.132,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16,0.24
10/1/2002,10,5,115.744,0.074,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18,2.16
11/1/2002,11,5,115.926,0.182,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16,2.18
12/1/2002,12,4,116.415,0.489,7.64,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72,1.16
1/1/2003,1,5,117.67,1.255,0.95,7.64,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75,1.72
2/1/2003,2,4,117.4625,-0.2075,1,0.95,7.64,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88,5.75
3/1/2003,3,7,117.4342857,-0.028214286,2.48,1,0.95,7.64,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66,1.88
4/1/2003,4,5,117.164,-0.270285714,2.33,2.48,1,0.95,7.64,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55,9.66
5/1/2003,5,4,116.94,-0.224,9.79,2.33,2.48,1,0.95,7.64,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47,7.55
6/1/2003,6,6,117.5033333,0.563333333,13.7,9.79,2.33,2.48,1,0.95,7.64,3.61,2.63,5.6,7.79,5.92,15.57,2.14,0.67,0.35,4.3,1.37,0.28,0.59,4.47,22.56,5.04,12.92,7.71,3.52,0.9,6.87,0.02,0.66,1.01,0.3,0.62,4.24,4.22,6.14,6.17,0.3,0.69,0.78,0.27,1.36,2.85,1.94,5.66,5.98,8.28,7.87,10.26,3.87,1.08,1.25,0.41,3.24,0.97,3.83,3.18,9.43,4.74,7.31,0.81,2.13,2.33,10.21,8.49,5.95,8.22,11.54,0.76,5.6,9.47
